               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.022908,            0.014429,          0.00073695,             0.94381,              0.9301,             0.97422,             0.65881,            0.020722,            0.013813,          0.00051839,            0.007723,            0.007723,            0.007723
                  25,            0.022071,            0.014528,          0.00086331,             0.92263,             0.93885,             0.96798,             0.66968,            0.019586,            0.012665,          0.00041539,            0.007624,            0.007624,            0.007624
                  26,            0.021484,            0.014305,           0.0009782,             0.96514,             0.94867,             0.97666,             0.65905,            0.020216,            0.013077,          0.00035572,            0.007525,            0.007525,            0.007525
                  27,            0.021429,            0.013861,          0.00069389,             0.97101,              0.9415,             0.98498,              0.6995,            0.018936,            0.012523,          0.00034683,            0.007426,            0.007426,            0.007426
                  28,            0.021569,            0.014127,          0.00082007,             0.94773,             0.93007,             0.96996,             0.65827,            0.020894,            0.013349,          0.00042611,            0.007327,            0.007327,            0.007327
                  29,            0.021094,            0.013888,          0.00063297,             0.94914,             0.91107,             0.96776,             0.67344,             0.01923,            0.013009,            0.000814,            0.007228,            0.007228,            0.007228
                  30,            0.020862,            0.013678,          0.00072523,             0.95321,             0.94802,             0.98261,             0.69565,            0.019173,            0.012526,           0.0002992,            0.007129,            0.007129,            0.007129
                  31,            0.020605,            0.013748,          0.00060473,             0.94211,             0.91743,             0.96689,             0.69217,             0.01898,            0.013259,          0.00051256,             0.00703,             0.00703,             0.00703
                  32,            0.020399,            0.013288,          0.00062576,              0.9297,             0.94071,             0.97187,             0.68423,            0.018694,            0.012648,          0.00038362,            0.006931,            0.006931,            0.006931
                  33,            0.020573,            0.013286,          0.00065695,             0.93719,             0.95876,             0.98394,             0.71353,            0.018255,            0.012149,          0.00032413,            0.006832,            0.006832,            0.006832
                  34,            0.020032,            0.013405,          0.00068008,             0.96214,             0.93874,             0.97312,             0.69628,            0.019065,            0.012229,          0.00040689,            0.006733,            0.006733,            0.006733
                  35,             0.02005,            0.013379,          0.00061112,             0.96589,             0.96573,             0.98613,              0.7057,            0.019058,            0.011971,          0.00034904,            0.006634,            0.006634,            0.006634
                  36,            0.019651,            0.012927,          0.00056102,             0.96605,             0.93638,             0.98221,             0.70525,            0.017861,            0.012353,          0.00032547,            0.006535,            0.006535,            0.006535
                  37,            0.019317,            0.012962,          0.00061216,             0.92159,             0.96448,             0.97471,              0.7246,            0.017454,            0.011871,          0.00035034,            0.006436,            0.006436,            0.006436
                  38,            0.019259,            0.012611,          0.00054175,             0.93296,             0.95425,             0.98349,             0.70973,            0.018004,            0.011817,          0.00043576,            0.006337,            0.006337,            0.006337
                  39,            0.019082,            0.012903,           0.0006811,             0.95005,             0.96176,             0.98285,             0.70822,            0.017704,            0.012564,          0.00028951,            0.006238,            0.006238,            0.006238
                  40,            0.019377,             0.01278,          0.00069531,             0.93475,             0.96123,             0.96889,             0.72313,            0.017272,             0.01196,          0.00028893,            0.006139,            0.006139,            0.006139
                  41,            0.018904,            0.012844,          0.00068832,             0.99567,             0.95419,             0.98617,             0.71692,            0.017966,            0.012145,          0.00039486,             0.00604,             0.00604,             0.00604
                  42,            0.018564,            0.012808,          0.00046105,             0.95422,             0.95366,             0.98163,             0.72925,             0.01718,            0.012122,          0.00023892,            0.005941,            0.005941,            0.005941
                  43,            0.018336,            0.012577,          0.00052395,              0.9862,             0.91424,             0.97606,             0.71579,            0.018137,            0.011393,            0.000346,            0.005842,            0.005842,            0.005842
                  44,            0.018429,            0.012432,          0.00055093,             0.94574,             0.96086,              0.9844,             0.71259,            0.017774,            0.011839,          0.00027179,            0.005743,            0.005743,            0.005743
                  45,               0.018,            0.012383,           0.0005074,             0.96633,             0.94919,             0.98008,             0.72719,            0.016581,            0.011846,          0.00074488,            0.005644,            0.005644,            0.005644
                  46,            0.017894,            0.012329,          0.00058672,             0.95163,             0.97767,             0.97891,             0.73567,             0.01714,            0.011477,          0.00021839,            0.005545,            0.005545,            0.005545
                  47,            0.017459,            0.012154,           0.0004791,             0.94398,             0.96041,             0.97932,             0.73948,            0.016467,            0.011214,          0.00060682,            0.005446,            0.005446,            0.005446
                  48,             0.01776,            0.012282,          0.00058754,             0.96103,             0.95272,              0.9704,             0.73705,            0.016223,            0.011515,          0.00026055,            0.005347,            0.005347,            0.005347
                  49,            0.017481,            0.012074,          0.00053036,             0.95662,             0.93715,             0.97994,             0.72869,            0.016394,            0.011373,          0.00031787,            0.005248,            0.005248,            0.005248
                  50,            0.017216,            0.012116,          0.00052806,             0.93801,             0.97295,              0.9748,             0.72335,            0.017155,            0.011048,          0.00024871,            0.005149,            0.005149,            0.005149
                  51,            0.017473,            0.011779,          0.00046466,             0.97381,             0.94121,             0.97924,             0.74447,            0.016246,            0.011371,          0.00021278,             0.00505,             0.00505,             0.00505
                  52,            0.017014,            0.012012,          0.00045299,             0.96729,             0.97245,             0.97986,             0.73231,            0.016888,            0.011401,          0.00020308,            0.004951,            0.004951,            0.004951
                  53,            0.017003,            0.011973,          0.00052955,             0.96753,             0.96549,             0.98811,             0.74042,            0.016387,            0.011294,          0.00020586,            0.004852,            0.004852,            0.004852
                  54,            0.016786,            0.011726,          0.00038579,             0.96283,             0.97619,             0.98525,             0.72984,            0.016808,            0.011354,          0.00024677,            0.004753,            0.004753,            0.004753
                  55,            0.016695,            0.011793,          0.00043603,             0.96484,             0.96015,             0.98626,             0.74725,            0.016452,            0.011058,          0.00020805,            0.004654,            0.004654,            0.004654
                  56,            0.016353,            0.011443,          0.00043828,             0.94414,              0.9762,             0.98437,              0.7519,            0.015781,            0.011293,          0.00030343,            0.004555,            0.004555,            0.004555
                  57,             0.01636,            0.011678,          0.00043681,             0.97099,             0.95823,             0.98277,             0.76144,            0.015905,             0.01108,          0.00021261,            0.004456,            0.004456,            0.004456
                  58,            0.016318,            0.011374,          0.00037923,             0.94483,             0.97619,             0.98712,             0.75414,            0.015669,            0.010955,          0.00016172,            0.004357,            0.004357,            0.004357
                  59,            0.016311,            0.011682,          0.00044658,             0.96173,             0.97696,             0.98985,             0.76043,            0.015743,            0.010782,          0.00016018,            0.004258,            0.004258,            0.004258
                  60,            0.016061,            0.011151,            0.000374,             0.96704,             0.95826,             0.98323,             0.74939,            0.015331,            0.010925,          0.00016413,            0.004159,            0.004159,            0.004159
                  61,            0.015879,            0.011374,          0.00036543,             0.98121,             0.95374,             0.98254,             0.76666,            0.015521,            0.010901,          0.00020044,             0.00406,             0.00406,             0.00406
                  62,            0.015767,            0.011073,          0.00034773,             0.96974,              0.9627,             0.98444,             0.77131,            0.015781,            0.010624,          0.00017866,            0.003961,            0.003961,            0.003961
                  63,            0.015607,             0.01106,          0.00039793,             0.97451,             0.93736,             0.98374,             0.74587,            0.015476,             0.01121,          0.00017768,            0.003862,            0.003862,            0.003862
                  64,            0.015585,            0.011031,          0.00029525,             0.97437,             0.95911,             0.98336,             0.76124,            0.015467,            0.011463,           0.0001736,            0.003763,            0.003763,            0.003763
                  65,            0.015471,            0.010938,          0.00034539,             0.98023,             0.96104,             0.98535,             0.77064,            0.015395,            0.010835,          0.00019334,            0.003664,            0.003664,            0.003664
                  66,            0.015434,             0.01117,          0.00034258,             0.97377,             0.95531,             0.98633,             0.77045,             0.01554,            0.011069,          0.00016992,            0.003565,            0.003565,            0.003565
                  67,            0.015302,            0.011082,           0.0002729,             0.99083,             0.95078,             0.98708,             0.75696,            0.015682,            0.011082,          0.00017544,            0.003466,            0.003466,            0.003466
                  68,            0.014893,            0.010842,          0.00037857,             0.96452,             0.97276,             0.98106,             0.76989,            0.015321,            0.010754,          0.00023208,            0.003367,            0.003367,            0.003367
                  69,            0.014872,            0.010716,          0.00031005,             0.98062,             0.95387,             0.98581,             0.78133,            0.015556,            0.010894,          0.00017222,            0.003268,            0.003268,            0.003268
                  70,            0.014809,            0.010664,          0.00032206,             0.96938,             0.98116,             0.98048,             0.77767,            0.015159,            0.010815,          0.00012398,            0.003169,            0.003169,            0.003169
                  71,            0.014808,            0.010929,          0.00029321,             0.97293,             0.96889,             0.98396,             0.77249,            0.015131,            0.010969,          0.00014627,             0.00307,             0.00307,             0.00307
                  72,            0.014633,            0.010871,          0.00030703,             0.99154,             0.97007,             0.98853,             0.77397,            0.014803,            0.010783,          0.00012849,            0.002971,            0.002971,            0.002971
                  73,             0.01458,             0.01058,          0.00028646,             0.97716,             0.97474,             0.98213,              0.7836,            0.014831,            0.010459,          0.00013254,            0.002872,            0.002872,            0.002872
                  74,            0.014468,            0.010655,          0.00024757,             0.97094,             0.98498,              0.9878,             0.77782,            0.014806,            0.010385,          0.00011374,            0.002773,            0.002773,            0.002773
                  75,            0.014221,            0.010472,          0.00030603,             0.98991,             0.95679,             0.98816,             0.78313,            0.015083,            0.010906,          0.00012287,            0.002674,            0.002674,            0.002674
                  76,             0.01425,            0.010291,          0.00024549,             0.96045,             0.98153,              0.9864,             0.76064,            0.014786,            0.010539,          0.00012598,            0.002575,            0.002575,            0.002575
                  77,            0.013993,            0.010255,          0.00024292,             0.97782,             0.98445,             0.99088,             0.78106,            0.014632,            0.010468,          0.00010272,            0.002476,            0.002476,            0.002476
                  78,             0.01393,             0.01018,          0.00018848,             0.97887,             0.96706,             0.99074,             0.77717,            0.014741,            0.010813,          9.9622e-05,            0.002377,            0.002377,            0.002377
                  79,            0.014031,            0.010348,           0.0002332,             0.97769,             0.97848,             0.98824,             0.77908,            0.014453,            0.010777,          9.8393e-05,            0.002278,            0.002278,            0.002278
                  80,            0.013647,             0.01018,          0.00021455,              0.9748,             0.97792,             0.98892,             0.78057,            0.014254,            0.010478,          9.2781e-05,            0.002179,            0.002179,            0.002179
                  81,            0.013679,            0.010063,           0.0001903,             0.96722,             0.98036,             0.98907,              0.7838,             0.01438,            0.010405,          9.2162e-05,             0.00208,             0.00208,             0.00208
                  82,            0.013563,           0.0099859,          0.00018693,             0.96802,             0.95972,             0.98743,             0.78184,            0.014518,            0.010379,          9.7399e-05,            0.001981,            0.001981,            0.001981
                  83,            0.013346,            0.010032,          0.00016236,             0.97322,              0.9718,             0.98284,             0.77336,            0.014501,            0.010589,          8.3458e-05,            0.001882,            0.001882,            0.001882
                  84,            0.013231,            0.009889,          0.00017723,             0.98335,             0.97018,             0.98845,             0.77307,             0.01478,            0.010428,          7.9267e-05,            0.001783,            0.001783,            0.001783
                  85,            0.013139,           0.0098244,          0.00019996,             0.98606,             0.96117,             0.98885,             0.78185,            0.014483,            0.010403,          7.3127e-05,            0.001684,            0.001684,            0.001684
                  86,            0.013102,           0.0098031,          0.00016151,             0.98177,             0.96956,             0.98804,             0.78448,            0.014696,             0.01062,          7.3293e-05,            0.001585,            0.001585,            0.001585
                  87,            0.012995,           0.0099417,          0.00021257,             0.98188,             0.97618,             0.98296,             0.77627,            0.014335,            0.010438,          7.3578e-05,            0.001486,            0.001486,            0.001486
                  88,            0.013022,           0.0099015,          0.00018311,              0.9845,             0.96091,             0.99081,             0.78071,             0.01408,            0.010392,          6.6003e-05,            0.001387,            0.001387,            0.001387
                  89,            0.012882,           0.0098817,          0.00021543,             0.96194,             0.97767,             0.98243,              0.7908,            0.014114,            0.010277,           7.603e-05,            0.001288,            0.001288,            0.001288
                  90,            0.012728,           0.0095943,          0.00017158,             0.98091,              0.9747,             0.98984,             0.79284,            0.014125,            0.010277,          7.4895e-05,            0.001189,            0.001189,            0.001189
                  91,            0.012751,           0.0097702,          0.00014616,             0.98323,             0.97036,             0.98185,             0.79158,            0.014065,            0.010173,          7.8138e-05,             0.00109,             0.00109,             0.00109
                  92,            0.012872,           0.0098145,           0.0001517,             0.97593,             0.96417,             0.98634,             0.79058,            0.014064,            0.010277,          7.0812e-05,            0.000991,            0.000991,            0.000991
                  93,            0.012487,           0.0094788,          0.00018005,             0.98369,             0.96118,             0.98725,             0.78544,               0.014,            0.010271,          6.3874e-05,            0.000892,            0.000892,            0.000892
                  94,            0.012551,           0.0093791,          0.00014093,             0.98374,             0.97614,             0.98789,             0.78796,            0.013954,            0.010217,          5.9541e-05,            0.000793,            0.000793,            0.000793
                  95,            0.012469,           0.0093259,          0.00010798,             0.97603,             0.96556,             0.98752,             0.79481,            0.013849,            0.010095,          5.6407e-05,            0.000694,            0.000694,            0.000694
                  96,            0.012417,           0.0093974,           0.0001778,             0.98263,             0.97615,             0.98911,             0.79664,            0.013936,            0.010178,          5.3843e-05,            0.000595,            0.000595,            0.000595
                  97,            0.012224,           0.0095704,          0.00014758,             0.97459,             0.96849,             0.98828,             0.79379,            0.013972,            0.010229,          5.1372e-05,            0.000496,            0.000496,            0.000496
                  98,             0.01239,           0.0093929,          0.00012357,             0.98459,             0.97182,             0.98895,             0.79533,            0.013882,            0.010131,          5.2699e-05,            0.000397,            0.000397,            0.000397
                  99,            0.012092,           0.0093913,          0.00013264,             0.97761,             0.97726,             0.98788,             0.79236,            0.013883,            0.010223,          5.1447e-05,            0.000298,            0.000298,            0.000298
